Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
14‑Nov‑2022,Tour Finals,Hard,RR,9,6,(8)Fritz d. (5)Felix Auger Aliassime [CAN],7-6(4) 6-7(5) 6-2,1.71,5.60%,1.10%,62.20%,87.50%,70.60%,3/3,2:44
2‑Jan‑2023,United Cup,Hard,F,9,16,(3)Fritz d. (5)Matteo Berrettini [ITA],7-6(4) 7-6(6),1.28,17.60%,2.40%,61.20%,86.50%,48.50%,0/0,2:15
2‑Jan‑2023,United Cup,Hard,SF,9,10,(3)Fritz d. (2)Hubert Hurkacz [POL],7-6(5) 7-6(5),1.38,13.80%,0.00%,62.50%,88.00%,63.30%,4/4,1:44
2‑Jan‑2023,United Cup,Hard,RR,9,14,(15)Cameron Norrie [GBR] d. (3)Fritz,6-4 5-7 6-4,0.86,16.80%,2.10%,61.10%,67.20%,56.80%,4/8,2:16
2‑Jan‑2023,United Cup,Hard,RR,9,12,(3)Fritz d. (10)Alexander Zverev [GER],6-1 6-4,2.44,17.80%,8.90%,60.00%,96.30%,61.10%,1/1,1:04
16‑Jan‑2023,Australian Open,Hard,R64,9,113,(WC)Alexei Popyrin [AUS] d. (8)Fritz,6-7(4) 7-6(2) 6-4 6-7(6) 6-2,0.76,11.90%,1.70%,66.50%,75.20%,52.50%,7/11,4:02
16‑Jan‑2023,Australian Open,Hard,R128,9,90,(8)Fritz d. Nikoloz Basilashvili [GEO],6-4 6-2 4-6 7-5,1.58,31.70%,2.00%,66.30%,83.60%,58.80%,2/4,2:24
6‑Feb‑2023,Dallas,Hard,SF,8,97,Yibing Wu [CHN] d. (1)Fritz,6-7(3) 7-5 6-4,1.28,20.80%,2.10%,60.40%,81.00%,65.80%,2/4,2:32
6‑Feb‑2023,Dallas,Hard,QF,8,55,(1)Fritz d. (7)Marcos Giron [USA],7-6(7) 3-6 6-3,1.07,10.80%,2.40%,66.30%,81.80%,53.60%,0/1,1:51
6‑Feb‑2023,Dallas,Hard,R16,8,141,(1)Fritz d. (WC)Jack Sock [USA],7-6(5) 6-4,1.56,15.60%,1.60%,67.20%,90.70%,52.40%,0/0,1:36
13‑Feb‑2023,Delray Beach,Hard,F,7,33,(1)Fritz d. (4)Miomir Kecmanovic [SRB],6-0 5-7 6-2,1.8,14.70%,0.00%,54.40%,94.60%,51.60%,0/1,1:57
13‑Feb‑2023,Delray Beach,Hard,SF,7,56,(1)Fritz d. Mackenzie Mcdonald [USA],6-3 7-6(6),1.21,12.70%,1.40%,57.70%,82.90%,43.30%,4/6,1:34
13‑Feb‑2023,Delray Beach,Hard,QF,7,59,(1)Fritz d. Adrian Mannarino [FRA],7-6(8) 6-4,1.13,11.10%,1.40%,69.40%,74.00%,40.90%,4/6,1:50
13‑Feb‑2023,Delray Beach,Hard,R16,7,94,(1)Fritz d. Emilio Gomez [ECU],6-4 6-3,1.27,17.20%,3.10%,65.60%,78.60%,45.50%,2/3,1:27
27‑Feb‑2023,Acapulco,Hard,SF,5,23,(7)Tommy Paul [USA] d. (3)Fritz,6-3 6-7(2) 7-6(2),1.06,5.10%,2.50%,54.20%,81.30%,38.90%,10/14,3:25
27‑Feb‑2023,Acapulco,Hard,QF,5,15,(3)Fritz d. (6)Frances Tiafoe [USA],6-3 6-4,1.31,7.80%,0.00%,50.00%,75.00%,65.60%,4/4,1:35
27‑Feb‑2023,Acapulco,Hard,R16,5,30,(3)Fritz d. Denis Shapovalov [CAN],6-4 6-4,1.54,13.50%,5.80%,55.80%,96.60%,47.80%,1/2,1:18
27‑Feb‑2023,Acapulco,Hard,R32,5,38,(3)Fritz d. John Isner [USA],3-6 6-3 6-4,1.01,4.80%,2.40%,66.30%,85.50%,39.30%,3/4,1:53
6‑Mar‑2023,Indian Wells Masters,Hard,QF,5,13,(11)Jannik Sinner [ITA] d. (4)Fritz,6-4 4-6 6-4,0.86,4.30%,0.00%,54.30%,70.00%,54.80%,6/9,2:17
6‑Mar‑2023,Indian Wells Masters,Hard,R16,5,84,(4)Fritz d. Marton Fucsovics [HUN],6-4 6-3,1.16,2.50%,5.10%,60.80%,68.80%,54.80%,3/4,1:41
6‑Mar‑2023,Indian Wells Masters,Hard,R32,5,35,(4)Fritz d. (30)Sebastian Baez [ARG],6-1 6-2,1.61,9.50%,4.80%,57.10%,87.50%,27.80%,2/4,1:10
6‑Mar‑2023,Indian Wells Masters,Hard,R64,5,41,(4)Fritz d. Ben Shelton [USA],4-6 6-4 6-3,1.61,5.40%,0.00%,58.10%,79.10%,83.90%,0/1,1:52
20‑Mar‑2023,Miami Masters,Hard,QF,10,1,(1)Carlos Alcaraz [ESP] d. (9)Fritz,6-4 6-2,0.66,7.00%,8.80%,57.90%,72.70%,37.50%,2/5,1:18
20‑Mar‑2023,Miami Masters,Hard,R16,10,8,(9)Fritz d. (7)Holger Rune [DEN],6-3 6-4,1.31,11.90%,6.00%,55.20%,78.40%,53.30%,5/6,1:25
20‑Mar‑2023,Miami Masters,Hard,R32,10,30,(9)Fritz d. (24)Denis Shapovalov [CAN],6-4 6-4,1.31,8.30%,3.30%,56.70%,82.40%,57.70%,0/0,1:20
20‑Mar‑2023,Miami Masters,Hard,R64,10,182,(9)Fritz d. (WC)Emilio Nava [USA],6-4 6-1,2,16.70%,4.20%,54.20%,84.60%,63.60%,1/2,0:59
10‑Apr‑2023,Monte Carlo Masters,Clay,SF,10,6,(5)Andrey Rublev [RUS] d. (8)Fritz,5-7 6-1 6-3,0.82,5.20%,6.30%,49.00%,63.80%,34.70%,13/21,2:07
10‑Apr‑2023,Monte Carlo Masters,Clay,QF,10,3,(8)Fritz d. (2)Stefanos Tsitsipas [GRE],6-2 6-4,1.83,6.70%,2.20%,55.60%,80.00%,70.00%,0/1,1:10
10‑Apr‑2023,Monte Carlo Masters,Clay,R16,10,42,(8)Fritz d. Jiri Lehecka [CZE],4-6 6-4 6-1,1.19,6.20%,2.50%,61.70%,74.00%,61.30%,7/9,1:42
10‑Apr‑2023,Monte Carlo Masters,Clay,R32,10,90,(8)Fritz d. (WC)Stan Wawrinka [SUI],7-6(10) 6-2,1.5,11.80%,1.50%,57.40%,82.10%,65.50%,5/5,1:38
17‑Apr‑2023,Munich,Clay,SF,10,29,(4)Botic Van De Zandschulp [NED] d. (2)Fritz,6-4 7-6(2),0.92,10.40%,1.50%,58.20%,71.80%,50.00%,4/6,1:48
17‑Apr‑2023,Munich,Clay,QF,10,101,(2)Fritz d. Dominic Thiem [AUT],6-3 6-4,1.31,1.50%,1.50%,62.70%,76.20%,52.00%,4/5,1:32
17‑Apr‑2023,Munich,Clay,R16,10,75,(2)Fritz d. Marton Fucsovics [HUN],4-6 6-3 6-3,1.23,11.10%,3.70%,51.90%,83.30%,51.30%,2/4,1:59
24‑Apr‑2023,Madrid Masters,Clay,R16,10,99,Zhizhen Zhang [CHN] d. (8)Fritz,3-6 7-6(5) 7-6(8),1.24,10.60%,1.90%,59.60%,77.40%,64.30%,2/4,2:28
24‑Apr‑2023,Madrid Masters,Clay,R32,10,73,(8)Fritz d. Cristian Garin [CHI],6-1 7-6(4),2.91,19.60%,2.00%,64.70%,87.90%,77.80%,0/1,1:31
24‑Apr‑2023,Madrid Masters,Clay,R64,10,81,(8)Fritz d. Christopher Oconnell [AUS],7-6(11) 6-4,1.41,11.00%,1.40%,56.20%,82.90%,71.90%,2/2,1:53
8‑May‑2023,Rome Masters,Clay,R64,9,101,(Q)Yannick Hanfmann [GER] d. (9)Fritz,6-4 6-1,0.52,1.90%,3.80%,45.30%,54.20%,41.40%,0/5,1:11
22‑May‑2023,Geneva,Clay,SF,9,33,(4)Grigor Dimitrov [BUL] d. (2)Fritz,3-6 7-5 7-6(2),1.18,12.60%,0.00%,61.20%,77.80%,45.00%,4/8,2:52
22‑May‑2023,Geneva,Clay,QF,9,86,(2)Fritz d. Ilya Ivashka [BLR],6-1 6-2,4.2,16.20%,5.40%,56.80%,90.50%,81.30%,0/0,0:51
22‑May‑2023,Geneva,Clay,R16,9,74,(2)Fritz d. Marcos Giron [USA],4-6 6-2 6-3,1.49,10.30%,6.40%,52.60%,70.70%,64.90%,5/8,1:58
29‑May‑2023,Roland Garros,Clay,R32,8,23,(23)Francisco Cerundolo [ARG] d. (9)Fritz,3-6 6-3 6-4 7-5,1.01,7.60%,3.40%,79.00%,68.10%,40.00%,15/21,2:50
29‑May‑2023,Roland Garros,Clay,R64,8,78,(9)Fritz d. Arthur Rinderknech [FRA],2-6 6-4 6-3 6-4,1.23,8.00%,1.00%,47.00%,76.60%,67.90%,1/4,2:50
29‑May‑2023,Roland Garros,Clay,R128,8,123,(9)Fritz d. Michael Mmoh [USA],6-2 6-1 6-1,2.64,24.60%,3.50%,82.50%,87.20%,30.00%,0/0,1:32
12‑Jun‑2023,Stuttgart,Grass,QF,8,86,(Q)Marton Fucsovics [HUN] d. (2)Fritz,6-4 7-5,0.82,10.10%,3.80%,63.30%,72.00%,44.80%,6/8,1:40
12‑Jun‑2023,Stuttgart,Grass,R16,8,48,(2)Fritz d. Aslan Karatsev [RUS],7-6(4) 6-3,0.96,17.70%,8.90%,60.80%,85.40%,48.40%,2/2,1:23
19‑Jun‑2023,Queen's Club,Grass,R16,8,46,Adrian Mannarino [FRA] d. (3)Fritz,6-4 7-6(7),0.98,12.50%,1.60%,67.20%,76.70%,52.40%,1/3,1:38
19‑Jun‑2023,Queen's Club,Grass,R32,8,50,(3)Fritz d. Bernabe Zapata Miralles [ESP],6-4 7-5,2.08,16.40%,5.50%,49.10%,92.60%,71.40%,0/0,1:24
26‑Jun‑2023,Eastbourne,Grass,R16,9,64,Mackenzie Mcdonald [USA] d. (1)Fritz,7-6(3) 7-6(8),0.93,13.00%,2.20%,55.40%,78.40%,43.90%,12/14,2:21
3‑Jul‑2023,Wimbledon,Grass,R64,9,59,Mikael Ymer [SWE] d. (9)Fritz,3-6 2-6 6-3 6-4 6-2,1.09,8.10%,0.00%,53.70%,72.70%,57.90%,6/11,2:46
3‑Jul‑2023,Wimbledon,Grass,R128,9,45,(9)Fritz d. Yannick Hanfmann [GER],6-4 2-6 4-6 7-5 6-3,0.98,10.40%,2.10%,70.10%,71.30%,58.10%,9/13,3:01
24‑Jul‑2023,Atlanta,Hard,F,9,82,(1)Fritz d. Aleksandar Vukic [AUS],7-5 6-7(5) 6-4,1.67,17.60%,2.20%,61.50%,83.90%,74.30%,0/0,2:16
24‑Jul‑2023,Atlanta,Hard,SF,9,46,(1)Fritz d. (8)J J Wolf [USA],6-3 7-5,1.45,20.30%,3.10%,67.20%,83.70%,57.10%,2/2,1:21
24‑Jul‑2023,Atlanta,Hard,QF,9,439,(1)Fritz d. (PR)Kei Nishikori [JPN],6-4 6-2,2.28,15.20%,0.00%,63.00%,86.20%,76.50%,1/1,1:13
24‑Jul‑2023,Atlanta,Hard,R16,9,89,(1)Fritz d. Yibing Wu [CHN],6-4 7-6(5),1.41,13.90%,0.00%,65.30%,80.90%,56.00%,3/4,1:30
31‑Jul‑2023,Washington,Hard,SF,9,37,(12)Tallon Griekspoor [NED] d. (1)Fritz,3-6 6-3 6-2,0.81,8.00%,1.10%,71.30%,66.10%,56.00%,7/10,1:58
31‑Jul‑2023,Washington,Hard,QF,9,71,(1)Fritz d. Jordan Thompson [AUS],6-3 6-3,1.32,12.10%,5.20%,58.60%,73.50%,66.70%,2/2,1:17
31‑Jul‑2023,Washington,Hard,R16,9,44,(1)Fritz d. (15)Andy Murray [GBR],6-7(2) 6-3 6-4,1.07,13.50%,3.20%,66.70%,77.40%,42.90%,8/9,3:02
31‑Jul‑2023,Washington,Hard,R32,9,233,(1)Fritz d. (Q)Zachary Svajda [USA],6-3 6-3,1.46,14.00%,5.30%,59.60%,85.30%,47.80%,8/8,1:13
7‑Aug‑2023,Canada Masters,Hard,R16,9,18,Alex De Minaur [AUS] d. (8)Fritz,7-6(7) 4-6 6-1,0.85,13.20%,0.90%,59.40%,66.70%,46.50%,4/8,2:26
7‑Aug‑2023,Canada Masters,Hard,R32,9,34,(8)Fritz d. Ugo Humbert [FRA],7-6(7) 3-6 6-3,0.92,9.30%,8.30%,55.60%,76.70%,47.90%,8/11,2:28
14‑Aug‑2023,Cincinnati Masters,Hard,QF,9,2,(2)Novak Djokovic [SRB] d. (9)Fritz,6-0 6-4,0.48,2.30%,9.10%,50.00%,68.20%,27.30%,0/5,1:01
14‑Aug‑2023,Cincinnati Masters,Hard,R16,9,66,(9)Fritz d. (Q)Dusan Lajovic [SRB],5-0 RET,-,25.00%,0.00%,83.30%,100.00%,100.00%,0/0,0:17
14‑Aug‑2023,Cincinnati Masters,Hard,R32,9,39,(9)Fritz d. Lorenzo Sonego [ITA],6-4 7-6(1),1.27,6.00%,7.50%,49.30%,78.80%,52.90%,1/3,1:42
14‑Aug‑2023,Cincinnati Masters,Hard,R64,9,35,(9)Fritz d. Jiri Lehecka [CZE],7-6(14) 6-2,1.42,7.70%,7.70%,47.40%,75.70%,58.50%,3/4,1:45
28‑Aug‑2023,US Open,Hard,QF,9,2,(2)Novak Djokovic [SRB] d. (9)Fritz,6-1 6-4 6-4,0.77,9.00%,2.20%,55.10%,73.50%,27.50%,3/9,2:35
28‑Aug‑2023,US Open,Hard,R16,9,128,(9)Fritz d. (Q)Dominic Stricker [SUI],7-6(2) 6-4 6-4,1.21,17.30%,5.10%,55.10%,83.30%,54.50%,3/4,2:13
28‑Aug‑2023,US Open,Hard,R32,9,206,(9)Fritz d. (Q)Jakub Mensik [CZE],6-1 6-2 6-0,2.74,17.20%,1.70%,56.90%,90.90%,60.00%,0/0,1:30
28‑Aug‑2023,US Open,Hard,R64,9,74,(9)Fritz d. Juan Pablo Varillas [PER],6-1 6-2 6-2,1.5,12.70%,3.80%,57.00%,82.20%,50.00%,3/3,1:41
28‑Aug‑2023,US Open,Hard,R128,9,205,(9)Fritz d. (WC)Steve Johnson [USA],6-2 6-1 6-2,4.4,20.00%,0.00%,46.00%,100.00%,77.80%,0/0,1:20
2‑Oct‑2023,Shanghai Masters,Hard,R32,8,130,(WC)Diego Schwartzman [ARG] d. (7)Fritz,6-4 3-6 7-6(5),0.95,15.90%,1.90%,61.70%,74.20%,46.30%,6/9,2:44
2‑Oct‑2023,Shanghai Masters,Hard,R64,8,79,(7)Fritz d. Yosuke Watanuki [JPN],7-6(2) 6-7(6) 6-4,1.09,13.90%,3.70%,61.10%,75.80%,59.50%,4/6,2:33
16‑Oct‑2023,Tokyo,Hard,R16,10,215,(WC)Shintaro Mochizuki [JPN] d. (1)Fritz,0-6 6-4 7-6(2),1.05,11.30%,5.00%,56.30%,68.90%,60.00%,3/5,2:01
16‑Oct‑2023,Tokyo,Hard,R32,10,18,(1)Fritz d. Cameron Norrie [GBR],6-4 6-3,1.91,24.50%,1.90%,64.20%,79.40%,68.40%,2/3,1:20
23‑Oct‑2023,Basel,Hard,R16,9,83,(Q)Alexander Shevchenko [KAZ] d. (3)Fritz,6-7(7) 7-6(6) 7-6(5),1.4,18.60%,1.70%,61.90%,91.80%,53.30%,3/3,2:53
23‑Oct‑2023,Basel,Hard,R32,9,41,(3)Fritz d. Max Purcell [AUS],7-6(7) 7-6(4),1.18,13.80%,1.10%,66.70%,70.70%,58.60%,3/5,1:59
30‑Oct‑2023,Paris Masters,Hard,R64,10,29,(9)Fritz d. Sebastian Baez [ARG],6-1 6-4,1.62,13.80%,1.70%,60.30%,80.00%,56.50%,1/1,1:11
1‑Jan‑2024,United Cup,Hard,RR,10,18,Fritz d. Cameron Norrie [GBR],7-6(5) 6-4,1.12,20.60%,0.00%,63.20%,76.70%,60.00%,1/2,1:45
1‑Jan‑2024,United Cup,Hard,RR,10,12,Alex De Minaur [AUS] d. Fritz,6-4 6-2,0.73,16.90%,1.70%,61.00%,72.20%,39.10%,4/7,1:29
15‑Jan‑2024,Australian Open,Hard,QF,12,1,(1)Novak Djokovic [SRB] d. (12)Fritz,7-6(3) 4-6 6-2 6-3,0.65,10.40%,1.30%,58.40%,65.60%,48.40%,17/21,3:45
15‑Jan‑2024,Australian Open,Hard,R16,12,7,(12)Fritz d. (7)Stefanos Tsitsipas [GRE],7-6(3) 5-7 6-3 6-3,1.51,11.50%,1.80%,69.90%,86.10%,52.90%,2/4,3:01
15‑Jan‑2024,Australian Open,Hard,R32,12,67,(12)Fritz d. Fabian Marozsan [HUN],3-6 6-4 6-2 6-2,1.75,22.60%,2.40%,63.10%,79.20%,64.50%,1/3,2:23
15‑Jan‑2024,Australian Open,Hard,R64,12,97,(12)Fritz d. (LL)Hugo Gaston [FRA],6-0 6-3 6-1,1.72,16.20%,2.90%,64.70%,77.30%,54.20%,1/1,1:28
15‑Jan‑2024,Australian Open,Hard,R128,12,90,(12)Fritz d. Facundo Diaz Acosta [ARG],4-6 6-3 3-6 6-2 6-4,1.1,5.30%,0.70%,65.30%,66.30%,51.90%,12/17,4:03
1‑Feb‑2024,Davis Cup QLS R1: UKR vs USA,Hard,RR,9,598,Fritz d. Vladyslav Orlov [UKR],6-3 6-4,1.45,15.00%,6.70%,53.30%,87.50%,50.00%,3/4,1:15
12‑Feb‑2024,Delray Beach,Hard,F,9,14,(1)Fritz d. (3)Tommy Paul [USA],6-2 6-3,1.34,6.80%,2.70%,58.10%,72.10%,61.30%,7/7,1:40
12‑Feb‑2024,Delray Beach,Hard,SF,9,52,(1)Fritz d. Marcos Giron [USA],7-6(8) 6-2,1.28,16.10%,1.60%,69.40%,74.40%,42.10%,0/2,1:47
12‑Feb‑2024,Delray Beach,Hard,QF,9,84,(1)Fritz d. Rinky Hijikata [AUS],6-3 6-3,1.81,12.00%,2.00%,70.00%,80.00%,66.70%,0/0,1:14
12‑Feb‑2024,Delray Beach,Hard,R16,9,46,(1)Fritz d. Nuno Borges [POR],7-6(5) 6-4,1.35,20.30%,1.40%,56.50%,87.20%,60.00%,1/2,1:32
26‑Feb‑2024,Acapulco,Hard,R32,10,42,Matteo Arnaldi [ITA] d. (4)Fritz,6-4 4-6 6-3,0.84,8.90%,3.00%,60.40%,63.90%,50.00%,11/15,2:35
4‑Mar‑2024,Indian Wells Masters,Hard,R16,12,7,(7)Holger Rune [DEN] d. (12)Fritz,2-6 7-6(2) 6-3,0.87,8.80%,3.30%,57.10%,69.20%,61.50%,2/3,2:18
4‑Mar‑2024,Indian Wells Masters,Hard,R32,12,19,(12)Fritz d. (19)Sebastian Baez [ARG],6-2 6-2,2.41,22.50%,2.50%,62.50%,88.00%,66.70%,0/0,1:08
4‑Mar‑2024,Indian Wells Masters,Hard,R64,12,39,(12)Fritz d. Alejandro Tabilo [CHI],7-6(2) 6-2,2.42,26.40%,1.90%,67.90%,86.10%,82.40%,0/0,1:14
18‑Mar‑2024,Miami Masters,Hard,R64,13,76,(Q)Thiago Seyboth Wild [BRA] d. (12)Fritz,6-3 6-4,0.51,3.70%,0.00%,53.70%,75.90%,52.00%,3/5,1:11
8‑Apr‑2024,Monte Carlo Masters,Clay,R64,13,24,Lorenzo Musetti [ITA] d. (13)Fritz,6-4 6-4,0.83,1.80%,1.80%,43.60%,70.80%,45.20%,1/5,1:24
15‑Apr‑2024,Munich,Clay,F,15,28,(4)Jan Lennard Struff [GER] d. (3)Fritz,7-5 6-3,0.74,12.50%,3.10%,57.80%,67.60%,33.30%,6/11,1:19
15‑Apr‑2024,Munich,Clay,SF,15,106,(3)Fritz d. Cristian Garin [CHI],6-3 6-4,1.52,7.70%,1.90%,67.30%,88.60%,58.80%,0/0,1:19
15‑Apr‑2024,Munich,Clay,QF,15,46,(3)Fritz d. (6)Jack Draper [GBR],4-6 6-3 7-6(1),1.27,18.80%,0.00%,78.10%,80.00%,61.90%,6/7,2:15
15‑Apr‑2024,Munich,Clay,R16,15,240,(3)Fritz d. (Q)Alejandro Moro Canas [ESP],6-3 6-1,2.5,22.50%,0.00%,62.50%,88.00%,66.70%,0/0,1:13
22‑Apr‑2024,Madrid Masters,Clay,SF,13,8,(7)Andrey Rublev [RUS] d. (12)Fritz,6-4 6-3,0.77,14.90%,0.00%,55.30%,69.20%,57.10%,3/6,1:12
22‑Apr‑2024,Madrid Masters,Clay,QF,13,22,(12)Fritz d. (21)Francisco Cerundolo [ARG],6-1 3-6 6-3,1.26,6.70%,1.30%,61.30%,82.60%,48.30%,1/2,1:47
22‑Apr‑2024,Madrid Masters,Clay,R16,13,9,(12)Fritz d. (8)Hubert Hurkacz [POL],7-6(2) 6-4,1.95,16.40%,1.60%,65.60%,87.50%,76.20%,0/0,1:25
22‑Apr‑2024,Madrid Masters,Clay,R32,13,19,(12)Fritz d. (18)Sebastian Baez [ARG],6-2 6-3,2.39,25.00%,2.30%,77.30%,85.30%,70.00%,0/0,1:04
22‑Apr‑2024,Madrid Masters,Clay,R64,13,60,(12)Fritz d. Luciano Darderi [ITA],7-6(1) 6-4,1.65,15.80%,0.00%,66.70%,86.80%,63.20%,1/2,1:25
6‑May‑2024,Rome Masters,Clay,QF,13,5,(3)Alexander Zverev [GER] d. (11)Fritz,6-4 6-3,0.65,1.80%,0.00%,61.80%,73.50%,42.90%,2/5,1:30
6‑May‑2024,Rome Masters,Clay,R16,13,10,(11)Fritz d. (8)Grigor Dimitrov [BUL],6-2 6-7(11) 6-1,1.42,12.50%,1.00%,63.50%,75.80%,65.80%,11/11,2:42
6‑May‑2024,Rome Masters,Clay,R32,13,27,(11)Fritz d. (24)Sebastian Korda [USA],6-3 6-4,1.98,16.00%,2.00%,60.00%,90.00%,65.00%,0/0,1:11
6‑May‑2024,Rome Masters,Clay,R64,13,92,(11)Fritz d. (WC)Fabio Fognini [ITA],6-3 6-4,1.29,9.70%,1.60%,56.50%,82.90%,59.30%,2/2,1:19
20‑May‑2024,Geneva,Clay,R16,12,65,Alex Michelsen [USA] d. (3)Fritz,6-4 4-6 7-5,0.83,8.50%,2.50%,56.80%,62.70%,43.10%,8/13,2:39
17‑Jun‑2024,Queen's Club,Grass,QF,12,43,Jordan Thompson [AUS] d. (4)Fritz,6-4 6-3,0.81,12.50%,7.10%,60.70%,73.50%,40.90%,7/10,1:19
17‑Jun‑2024,Queen's Club,Grass,R16,12,186,(4)Fritz d. (PR)Milos Raonic [CAN],7-6(5) 6-4,0.96,16.90%,0.00%,66.20%,81.40%,63.60%,3/3,1:22
17‑Jun‑2024,Queen's Club,Grass,R32,12,85,(4)Fritz d. (Q)Taro Daniel [JPN],6-3 6-3,1.84,27.10%,0.00%,64.60%,83.90%,64.70%,1/1,1:05
24‑Jun‑2024,Eastbourne,Grass,F,13,94,(1)Fritz d. (Q)Max Purcell [AUS],6-4 6-3,2.01,17.00%,0.00%,66.00%,88.60%,66.70%,0/0,1:10
24‑Jun‑2024,Eastbourne,Grass,SF,13,81,(1)Fritz d. (LL)Aleksandar Vukic [AUS],7-6(5) 7-6(4),1.43,20.00%,1.30%,64.00%,95.80%,48.10%,1/1,1:47
24‑Jun‑2024,Eastbourne,Grass,QF,13,104,(1)Fritz d. (Q)Juncheng Shang [CHN],7-6(5) 7-6(5),1.62,27.00%,2.70%,73.00%,92.60%,55.00%,4/4,1:46
24‑Jun‑2024,Eastbourne,Grass,R16,13,74,(1)Fritz d. Thiago Seyboth Wild [BRA],7-6(4) 6-3,3.19,27.80%,1.90%,81.50%,95.50%,70.00%,0/0,1:14
1‑Jul‑2024,Wimbledon,Grass,QF,12,25,(25)Lorenzo Musetti [ITA] d. (13)Fritz,3-6 7-6(5) 6-2 3-6 6-1,0.86,6.90%,0.70%,61.10%,64.80%,57.10%,7/13,3:27
1‑Jul‑2024,Wimbledon,Grass,R16,12,4,(13)Fritz d. (4)Alexander Zverev [GER],4-6 6-7(4) 6-4 7-6(3) 6-3,1.31,10.30%,0.00%,66.20%,83.30%,69.40%,1/2,3:29
1‑Jul‑2024,Wimbledon,Grass,R32,12,19,(13)Fritz d. (24)Alejandro Tabilo [CHI],7-6(3) 6-3 7-5,2.58,23.50%,1.20%,71.80%,91.80%,70.80%,0/0,1:54
1‑Jul‑2024,Wimbledon,Grass,R64,12,76,(13)Fritz d. Arthur Rinderknech [FRA],6-3 6-4 3-6 6-4,1.37,14.90%,2.00%,59.40%,81.70%,65.90%,3/4,2:17
1‑Jul‑2024,Wimbledon,Grass,R128,12,79,(13)Fritz d. Christopher Oconnell [AUS],6-1 6-2 6-4,3.08,28.60%,3.20%,60.30%,94.70%,68.00%,2/2,1:31
5‑Aug‑2024,Canada Masters,Hard,R32,13,18,Sebastian Korda [USA] d. (9)Fritz,6-4 7-6(4),0.82,8.60%,4.90%,51.90%,76.20%,56.40%,6/7,1:37
5‑Aug‑2024,Canada Masters,Hard,R64,13,36,(9)Fritz d. Mariano Navone [ARG],6-4 6-1,1.65,14.00%,4.00%,54.00%,77.80%,69.60%,0/0,1:14
12‑Aug‑2024,Cincinnati Masters,Hard,R64,12,49,(WC)Brandon Nakashima [USA] d. (11)Fritz,6-4 4-6 7-6(4),1.11,14.10%,6.50%,64.10%,83.10%,60.60%,5/6,2:17
26‑Aug‑2024,US Open,Hard,F,12,1,(1)Jannik Sinner [ITA] d. (12)Fritz,6-3 6-4 7-5,0.75,11.10%,4.40%,58.90%,67.90%,43.20%,6/12,2:16
26‑Aug‑2024,US Open,Hard,SF,12,20,(12)Fritz d. (20)Frances Tiafoe [USA],4-6 7-5 4-6 6-4 6-1,1.24,12.20%,2.30%,58.00%,75.00%,65.50%,1/5,3:18
26‑Aug‑2024,US Open,Hard,QF,12,4,(12)Fritz d. (4)Alexander Zverev [GER],7-6(2) 3-6 6-4 7-6(3),1.15,9.40%,3.90%,63.30%,81.50%,53.20%,2/4,3:26
26‑Aug‑2024,US Open,Hard,R16,12,8,(12)Fritz d. (8)Casper Ruud [NOR],3-6 6-4 6-3 6-2,1.24,23.10%,6.70%,60.60%,84.10%,53.70%,5/6,2:43
26‑Aug‑2024,US Open,Hard,R32,12,108,(12)Fritz d. Francisco Comesana [ARG],6-3 6-4 6-2,1.59,7.50%,5.00%,60.00%,81.30%,59.40%,3/3,2:00
26‑Aug‑2024,US Open,Hard,R64,12,44,(12)Fritz d. Matteo Berrettini [ITA],6-3 7-6(1) 6-1,3.71,9.90%,1.40%,56.30%,90.00%,87.10%,0/0,2:09
26‑Aug‑2024,US Open,Hard,R128,12,93,(12)Fritz d. Camilo Ugo Carabelli [ARG],7-5 6-1 6-2,1.67,13.20%,2.60%,53.90%,80.50%,57.10%,2/4,1:51
20‑Sep‑2024,Laver Cup,Hard,RR,7,3,Carlos Alcaraz [ESP] d. Fritz,6-2 7-5,0.69,10.80%,6.20%,67.70%,63.60%,47.60%,2/6,1:29
20‑Sep‑2024,Laver Cup,Hard,RR,7,2,Fritz d. Alexander Zverev [GER],6-4 7-5,1.36,11.30%,4.20%,53.50%,86.80%,48.50%,4/5,1:57
25‑Sep‑2024,Tokyo,Hard,R32,7,24,Arthur Fils [FRA] d. (1)Fritz,6-4 3-6 6-3,0.81,17.40%,7.00%,61.60%,77.40%,45.50%,3/5,2:03
2‑Oct‑2024,Shanghai Masters,Hard,SF,7,4,(4)Novak Djokovic [SRB] d. (7)Fritz,6-4 7-6(6),0.75,7.10%,6.00%,58.30%,71.40%,54.30%,8/9,1:56
2‑Oct‑2024,Shanghai Masters,Hard,QF,7,66,(7)Fritz d. David Goffin [BEL],6-3 6-4,1.36,16.40%,0.00%,67.20%,68.30%,70.00%,3/4,1:22
2‑Oct‑2024,Shanghai Masters,Hard,R16,7,14,(7)Fritz d. (12)Holger Rune [DEN],6-1 6-2,2.1,18.80%,0.00%,72.90%,85.70%,46.20%,1/1,0:55
